Date,Action,Qty,Price,Total
2005-01-04,BUY,0.0004904853881720525,2103.75,1.0318586353669554
2005-01-05,BUY,0.006875852946314655,2032.2,13.973108357500642
2005-01-06,BUY,0.005051273626448427,1998.35,10.094212651413214
2005-01-10,BUY,0.004458892781464204,1982.0,8.837525492862053
2005-01-11,BUY,0.008277320454458727,1952.05,16.157743393126157
2005-01-12,BUY,0.01460636511261877,1913.6,27.950740279507276
2005-01-13,BUY,0.0004274836795548159,1954.55,0.8355382258738654
2005-01-14,BUY,0.004919403602181172,1931.1,9.499860296172061
2005-01-17,BUY,0.00036485002730171976,1932.9,0.7052186177714942
2005-01-19,BUY,0.0019774180977134735,1926.65,3.8097925779596635
2005-01-20,BUY,0.002202401020886305,1925.3,4.240282685512403
2005-01-24,BUY,0.019076868124579795,1909.0,36.417741249822825
2005-01-25,BUY,0.01285830280726323,1931.85,24.84031227821147
2005-01-27,BUY,0.007932063693743748,1955.0,15.507184521269027
2005-02-25,SELL,0.08951898136270109,2060.9,184.4896686903907
2005-03-29,BUY,0.001485472597907864,1983.85,2.9469548133595156
2005-04-15,BUY,0.011112370513102612,1956.3,21.73913043478264
2005-04-18,BUY,0.018551911960046595,1927.8,35.76437587657782
2005-04-19,BUY,0.02234872515520156,1909.4,42.67265581134186
2005-04-20,BUY,0.016317152055562716,1929.7,31.487208321619374
2005-04-21,BUY,0.012279290808114813,1948.55,23.92681210415212
2005-04-22,BUY,0.008584905800422015,1967.35,16.889514426460252
2005-04-25,BUY,0.007292052042531797,1970.95,14.372269973228045
2005-04-26,BUY,0.012031914227408584,1957.1,23.54765933446134
2005-04-27,BUY,0.024274471758336025,1935.4,46.980812641083546
2005-04-28,BUY,0.022190849454075977,1941.3,43.079096045197694
2005-04-29,BUY,0.03164168214627391,1902.5,60.1983002832861
2005-05-02,BUY,0.028721052990786897,1916.75,55.05107832009079
2005-05-03,BUY,0.026502257714749886,1920.7,50.902886392720106
2005-05-04,BUY,0.019304943068108024,1942.6,37.50178240410665
2005-05-05,BUY,0.012600735872777845,1963.3,24.739024739024742
2005-05-06,BUY,0.009411534740780082,1977.5,18.61130994989261
2005-05-09,BUY,0.0030087613518729973,2000.75,6.019779274759899
2005-05-10,BUY,0.002957645229055266,1994.3,5.898431880304917
2005-05-11,BUY,0.003993446898855209,1985.95,7.930785868781503
2005-05-12,BUY,0.002026267819582632,1993.15,4.038655704601123
2005-05-13,BUY,0.0025419461975299284,1988.3,5.054151624548757
2005-05-17,BUY,0.0015964798953544694,1990.8,3.178272175671678
2005-05-18,BUY,0.003354554781666269,1982.75,6.651243493348795
2005-05-19,BUY,0.0028353774096168435,1990.85,5.644811115935693
2005-05-20,BUY,0.0029075003478097315,1992.4,5.792903692976109
2005-05-25,BUY,0.0019845915532147773,2043.85,4.056207446038022
2005-06-02,BUY,0.0013329270384642704,2064.65,2.752027809965256
2005-06-20,BUY,0.0002697956505015315,2144.35,0.5785363031529591
2005-07-27,SELL,0.3134606170797111,2319.1,726.946517069558
2005-10-28,BUY,0.007108590535403134,2316.05,16.46385110952043
2005-11-11,SELL,0.007108590535403134,2548.65,18.117309268055198
2008-10-08,BUY,0.0045257726951883,3513.65,15.90198123044837
2008-10-10,BUY,0.025022340295489873,3279.95,82.072025052192
2008-10-13,BUY,0.006398551350013521,3490.7,22.335423197492197
2008-10-14,BUY,0.003864137827985259,3518.65,13.596548568440332
2008-10-15,BUY,0.01919907117244572,3338.4,64.09417920209279
2008-10-16,BUY,0.02531276068613937,3269.3,82.75500851119546
2008-10-17,BUY,0.044717967353498596,3074.35,137.4786829332284
2008-10-20,BUY,0.03693129320719443,3122.8,115.32904242742678
2008-10-21,BUY,0.026329562452405676,3234.9,85.17350157728713
2008-10-22,BUY,0.04335668298194386,3065.15,132.89473684210523
2008-10-23,BUY,0.05677769164259202,2943.15,167.1052631578947
2008-10-24,BUY,0.10685621273032715,2584.0,276.1164536951654
2008-10-27,BUY,0.11725651918825898,2524.2,295.9789057350033
2008-10-28,BUY,0.093295784581862,2684.6,250.4618632884667
2008-10-29,BUY,0.0903611758297114,2697.05,243.70860927152316
2008-10-31,BUY,0.05791114562041841,2885.6,167.10840180227936
2008-11-03,BUY,0.03831776603330992,3043.85,116.63353214049039
2008-11-04,BUY,0.02781965043245692,3142.1,87.41212362382288
2008-11-05,BUY,0.0432334669070093,2994.95,129.4820717131475
2008-11-06,BUY,0.055092233696021585,2892.65,159.36254980079684
2008-11-07,BUY,0.044943574774335374,2973.0,133.61724780409907
2008-11-10,BUY,0.026223009993398785,3148.25,82.55659121171773
